Booking_Mode,Marketing_Budget,Website_Visits,Ticket_Price,Tickets_Sold,Sales_Revenue,Operating_Expenses,Profit
True,2302.99460936713,19750.09311805622,606.6112536339222,7159.877020893024,4265860.770217213,2218625.5038497453,2047235.2663674676
False,1158.1349447888804,15416.683838613993,416.64303346034393,5583.841005896584,2344649.1008080128,1878668.121692958,465980.9791150547
False,1063.545633549795,15470.919817624,399.3771005295679,5624.4820136420585,2150584.298935287,1787386.8971700692,363197.401765218
False,1181.2951879498794,13885.52514529521,332.0755294321009,5180.851775361018,1767487.5887017294,1752906.7784737225,14580.810228006914
True,2179.3400458606925,20245.721284630217,613.4925717114205,7129.387038736744,4360623.3941245405,2208709.4725324186,2151913.921592122
False,1087.505586894898,15319.399925671933,431.3302634689059,5021.007762842912,2203832.872399027,1797810.9723258954,406021.90007313155
True,2284.1470093292137,19308.37606783461,528.9977185007003,7472.912730953379,3929131.457824322,2205401.37473764,1723730.083086682
False,1092.4168542513532,14169.49051738777,441.01139901379844,5222.2857832256095,2271363.276637801,1739226.8107372893,532136.4659005117
False,1314.5306731657488,14220.615869518084,419.49726844344946,5882.128830174138,2493606.9025480775,1926784.0527215872,566822.8498264903
False,1265.3354849043812,13874.879475055,429.75921720810106,5049.34650529137,2146637.611223563,1751153.5479203707,395484.0633031924
True,2031.5131528500613,19767.308148751148,623.08176223016,7690.456143916508,4729878.723265242,2306889.3783191596,2422989.344946082
True,2179.663957446131,19368.674363673603,564.1039618267736,7740.955502144301,4363220.592057461,2252221.4980845153,2110999.0939729456
False,1020.0241453358167,15016.074129036051,444.97474749836965,5396.5527170967025,2346246.8984230026,1807125.7380281545,539121.1603948481
False,1362.9086144319826,15244.500944282985,443.9348953194208,5508.520793677327,2444908.313019352,1845156.8433146805,599751.4697046715
False,1192.357916523571,15233.023619341066,446.6530508741062,5347.647862870779,2443700.813002867,1811681.8362147259,632018.9767881413
False,1134.9077700163784,14460.724026681424,477.25845224071605,5716.248066758286,2766634.4399824776,1804970.016639303,961664.4233431746
True,2139.9008857648096,19364.264481505423,613.0557194964144,6830.638254082121,4187635.918721758,2103579.89847292,2084056.0202488378
False,1327.1878816319092,15103.645094320478,400.34548013812844,5518.508723428576,2202681.275411383,1866294.560940831,336386.7144705518
False,1292.375451674834,15097.204566770666,482.94345470484916,5778.511358852597,2778022.8228424005,1855031.0756260068,922991.7472163937
False,1439.9404585253983,14820.587155395997,381.24406090383263,5451.384005811062,2052805.9600907383,1825909.0071707014,226896.95292003686
True,2179.6871291260118,20415.185019501576,573.8046741974695,7505.664907521943,4320988.562208912,2213124.464474334,2107864.0977345784
False,1354.0207958904487,15921.5852805159,386.2435601148462,5873.8532550086375,2262422.5889638336,1862433.385614147,399989.2033496867
False,1135.2163275388182,14866.793620890996,416.4033720160353,5585.327746039997,2310481.3411873463,1859676.182468252,450805.15871909424
True,2062.7828532474437,21292.820647445267,627.8776749123624,8002.323766514798,5035282.350001411,2263295.8763066023,2771986.4736948083
True,2117.5579098790627,19313.033875024106,635.4225084894205,7307.558140009028,4562651.854997849,2193693.217529668,2368958.637468181
False,1197.8709315956048,15343.427012210444,436.2231095531366,5755.609220466182,2588988.958719071,1910867.7892145654,678121.1695045056
True,2086.196227980788,19439.009626677736,568.6713127746564,7678.070579253607,4391503.829581143,2239833.0571697196,2151670.7724114237
True,2101.1325719361485,20053.88472595449,570.6232790647313,7242.853985943138,4077190.558393837,2198593.8642897587,1878596.6941040782
True,2151.3092701217843,19216.187842668405,568.8881352169852,7213.412534792256,4108226.6659193165,2214495.7325030705,1893730.933416246
False,1187.8069331075972,15854.347679086522,453.34942388132913,5910.512853836907,2634364.19117658,1861413.8769350548,772950.314241525
True,2008.0240941529742,19777.67664114867,558.2711236036389,7663.346752481491,4256654.468451385,2216955.3747123065,2039699.0937390788
True,1950.602121974014,20554.46514235348,620.2584196394264,7696.202735931695,4737830.16927705,2270475.2611897364,2467354.908087313
True,1942.9921208629275,18323.695070929643,588.8592074931511,7221.1337739280625,4295905.5447109295,2178650.972213047,2117254.5724978824
False,1340.6941472815588,14773.502265195044,426.02178753581757,5665.653224897136,2336862.375743094,1845568.1161345183,491294.2596085756
False,1189.8574214397056,14052.34859120503,472.9101434365235,4812.470172768426,2261690.223564599,1686337.9411360142,575352.282428585
True,2144.4333257308654,19467.892302991728,573.3633095079937,7025.557748238399,3962234.5231182924,2143146.010736605,1819088.5123816873
True,1894.3163384388697,18723.010484786046,648.1605008651588,6674.477705500064,4325314.827758154,2058979.5173120245,2266335.310446129
False,967.4198270592981,14213.32074408375,370.6691569219215,5880.260148122139,2166922.750862226,1764215.6699067287,402707.0809554972
False,1074.1090522800043,14562.339296116952,391.1332707122224,5070.1054754362585,1926818.140760762,1776930.4030114675,149887.73774929438
False,1337.5952361011407,15173.342188415832,364.7563008914427,5552.113917978363,2082757.9114406265,1852229.0202715022,230528.89116912428
True,2178.169292779895,19527.6348165111,563.862634058254,7374.921687111377,4220980.485162279,2245128.215026457,1975852.2701358218
False,1239.8446329422502,15144.309779161202,440.4008734024103,5771.809236506252,2519342.5287663,1818542.5589604056,700799.9698058944
False,1103.7395819808048,15437.028942731744,445.8205172737271,5017.971318601777,2257991.6966064014,1725418.7694183134,532572.927188088
False,1184.3036830120975,14030.280829839003,430.7371356215897,5135.8295144225,2206240.2269366425,1761786.4774359062,444453.74950073636
False,1164.268742424128,14795.044744319635,429.34821865828724,5744.133490033923,2475971.1099988464,1846930.7333236267,629040.3766752197
False,1158.603198468562,14713.983876066255,378.9335558152385,5790.79797984658,2255612.908075101,1843577.7022995462,412035.205775555
False,899.2716195221242,14579.771057654483,373.56088584758055,5549.603143932133,2062369.0419982395,1736976.8531958947,325392.1888023447
False,1097.0488336845365,14575.444474546499,430.63615026204496,5233.07931562588,2325239.829839776,1799554.0895402327,525685.7402995431
False,1177.1869349181318,14811.150320568011,467.17324420570986,5836.303641749488,2715037.1123484885,1880149.7730284769,834887.3393200117
True,2231.9713347774514,19264.744999460563,577.2552833872347,6823.328780107997,3935060.43123178,2168713.669010013,1766346.762221767
False,1219.2891670958093,14945.82745618362,375.600413419339,5826.842992579963,2264137.3344446206,1895735.7614650852,368401.57297953544
True,2218.106594351537,19293.75978607449,536.3351832787561,7567.910935858593,4069945.5867139106,2297149.6456495984,1772795.9410643121
False,1152.7551709488664,15230.74623362495,396.1771899885122,5754.180495432764,2198397.3940189616,1885829.0354234069,312568.3585955547
False,1169.677370250263,14714.328647742761,475.2840337759174,5343.473175843336,2548659.6003844063,1798387.427639819,750272.1727445873
False,732.0693923934793,13792.839117597548,412.7291161863656,5173.947547140634,2084164.6691333435,1687621.1267125169,396543.5424208266
True,2105.5996407048424,19051.36780731036,553.6719819080243,7587.302777117724,4134372.850188503,2229906.941941044,1904465.9082474592
False,1265.65147936072,15760.945372413247,398.66852045424497,5385.033134220297,2109137.4776748703,1841952.0484434727,267185.4292313976
False,1411.6510883471249,16011.045130072056,403.07592600438966,5423.196103349298,2199003.0064924927,1823952.2315620077,375050.77493048506
False,1141.5886547048606,15515.184307436492,429.29646953275966,5644.6983237685745,2378714.355874852,1800475.0696873516,578239.2861875002
True,2061.2984987436457,21751.763869806604,566.8994241248566,8107.375550196941,4540016.190217274,2321011.473662268,2219004.7165550063
False,1115.33664543347,14629.540504976563,388.85211488650907,5460.255970421863,2108041.6206337824,1815130.6311105883,292910.98952319403
False,1058.8491522095662,15624.300517529984,413.4194055409958,6137.581239228563,2553579.613312167,1896986.4060491626,656593.2072630045
False,1114.427043991565,14563.179879798226,436.40346136086777,5122.35423514984,2207557.9871741086,1729882.1068128645,477675.8803612441
False,1158.6001771097056,15135.318991319562,445.09653187750973,5675.798261983078,2474020.666633242,1843837.92025682,630182.7463764218
False,1362.6525634403777,15599.169837108548,439.2686205693519,5716.548021115914,2424192.4590935586,1902261.094635365,521931.36445819354
True,2050.2653923088055,19958.76952856376,573.9876074615279,8249.624364348218,4704134.051831694,2306601.3400622867,2397532.7117694076
False,1105.134622839855,15244.753655483995,360.6723043690622,5231.425492457397,1920602.6251658965,1759914.0493825295,160688.57578336704
False,1217.025339389008,14647.318072228298,392.05193499930544,5246.289416170353,2096901.5260220782,1779973.3101498063,316928.2158722719
False,1226.108562667204,14979.499603824619,429.9428487646618,5296.9271734082095,2308968.4166956274,1842615.5396140816,466352.87708154577
True,1968.8521532830048,20007.023850486843,543.3227650071531,8011.642494112987,4345896.102461734,2303242.6487400043,2042653.4537217296
False,1337.1880351955513,16782.319794503965,428.8416728043984,5731.0370214916275,2462881.558549219,1832139.6827526314,630741.8757965874
True,1823.398133082802,18418.03451731455,569.350841778793,7584.09157149168,4368717.058177823,2150287.041479597,2218430.0166982263
False,1174.3746446300415,13192.979788767478,399.62426162739206,5438.077907315865,2138440.771295454,1826097.138823545,312343.6324719088
False,1279.8079278755094,14635.862084868293,459.1827452807766,5532.076930167115,2554797.2949414467,1830344.255873895,724453.0390675517
False,1039.3880976627775,14575.467024073372,427.65564204575014,5448.541635198608,2255263.715372529,1800983.5634469022,454280.1519256267
True,2093.3504498372054,19981.520463492612,637.9589660489268,6951.684750268949,4462181.522064315,2167559.4569517174,2294622.065112598
False,1355.1471660232567,15335.349205663877,387.126145421305,5680.997322920055,2181220.8742210865,1899192.6964782134,282028.1777428731
False,1254.4405517108362,16075.168434516912,459.5759417245796,5274.197149284406,2377668.8643225334,1750129.0725107002,627539.7918118332
True,1847.1808068427688,20111.678749928134,621.8178143584739,7381.080079378039,4620600.440494407,2157125.257305761,2463475.183188646
False,1112.6165967077702,14625.93871764248,315.1749027047345,5618.362029872184,1726317.3080383416,1827061.707462609,-100744.39942426747
True,2197.8764083005117,19652.310969444257,586.9105250880659,7329.210826966385,4266899.707811337,2233470.4828924765,2033429.2249188605
False,1235.8002294078353,14654.51255733455,473.97785431232586,5533.639745238446,2684295.4298462877,1801015.0251615455,883280.4046847422
True,2048.8169273812027,19396.486888030548,617.2320083408798,7245.729205588507,4430454.986085577,2174428.9061775072,2256026.0799080697
False,1252.944071365859,14804.026244832738,404.5537595201216,4967.5256883282245,1983390.9916566128,1741203.5471054243,242187.4445511885
False,1286.5258740007052,13672.276592212998,411.8523363264861,4759.961137201721,1933070.9354192792,1738844.7214224047,194226.2139968744
False,1114.9841716082408,14261.025342581417,374.39329265669807,4947.348500426049,1883646.133087737,1753719.5417509845,129926.59133675252
False,1165.1519903912454,14413.972757772619,427.220237152108,5174.822239697788,2137352.3165709265,1762538.6746456197,374813.64192530676
False,1217.1496379600183,14751.16678397588,357.23897715710916,5885.1475379844815,2152419.914207768,1867392.99676021,285026.91744755814
False,1134.725073385521,14494.470164947139,384.4642639604847,5531.136336007156,2116790.10572687,1749125.6610169827,367664.44470988703
True,2033.9858129755294,20286.372378606055,629.1707526162919,7629.423049823143,4787535.188093155,2205769.481537789,2581765.7065553656
False,1355.7446113418391,14775.03804685372,419.2802234643637,5008.336549181594,2064029.210849313,1837149.7369783248,226879.47387098824
True,1933.8616162369533,19046.547947680894,577.2800882892086,7970.153363622911,4595192.784324068,2213435.183220752,2381757.6011033156
False,1431.1995250962168,15922.623739432156,416.2931106931995,5735.7219517867225,2446557.274280355,1929879.5282361577,516677.7460441971
False,1425.5213252858384,15209.467818616204,515.9662904370521,6055.981565660408,3133196.438846828,1920679.475109117,1212516.9637377108
False,994.3872674442828,14581.338696027386,456.23157967653646,5001.712015564392,2244637.3662733426,1660372.345033974,584265.0212393687
False,1183.0772801864373,15441.787600967946,392.85255188915335,5476.477232351272,2137553.849586055,1856795.7153218533,280758.13426420186
True,2091.1229883574815,20198.467717358206,648.3362412671623,8242.766279753238,5365462.230122106,2365572.5911704255,2999889.6389516806
False,1108.6954694992285,14886.015329984033,416.8921771732006,5109.522050872087,2133532.7749900394,1737618.6497583932,395914.12523164623
False,1111.0703395578325,14489.77141303056,445.8900926676337,5380.762984781463,2388936.4822450313,1814399.4554634348,574537.0267815965
False,1171.5101163918544,15425.328972124336,399.4679341531675,5527.201240987547,2232122.577911927,1807016.045032479,425106.5328794478
True,2138.701370453386,20090.87823622663,557.1750404088697,7368.8896881429455,4120204.8771639834,2223062.680654265,1897142.1965097184
True,1988.6399393263487,19118.368378427665,618.0669431439518,7847.700506225783,4807295.622001477,2263257.9404892856,2544037.681512191
False,1419.2032573944139,15270.359549447483,393.0889637721733,5293.690622046707,2004294.7070592798,1822514.0180256967,181780.68903358304
False,1234.7968802806238,13867.196073083218,392.6538659575648,5444.081590489015,2157659.2112231464,1833377.2550650903,324281.95615805616
True,2037.690965910001,18825.05794145178,621.4242004705721,7435.962760739534,4695184.9781746315,2224655.093265727,2470529.8849089043
False,1373.911162215775,13602.76955621718,379.3275839606888,4818.6352623011335,1795012.0162658244,1744300.9350196032,50711.081246221205
False,1275.1537434072422,14448.43074073116,370.3261799388289,4824.709275085383,1781075.686467565,1752868.136955048,28207.54951251694
True,2094.314413082509,21028.345470865814,609.0769038722499,7256.157864336132,4473721.421318337,2183716.346735906,2290005.0745824315
True,2010.263154067657,19123.791613768448,521.4041431357515,7154.454157516718,3799947.398221561,2175838.3363583745,1624109.0618631868
False,1417.67827366713,16111.214592193544,393.68960201662134,5912.784574250573,2330411.241353789,1894761.213199306,435650.02815448283
True,2147.4185907687984,19950.699749044594,577.2023860799815,7631.4377917045595,4454873.113555415,2260066.793574268,2194806.3199811466
True,2025.5906396866346,19030.92359446554,542.9142553522034,7266.734595385356,3975239.1605242984,2237045.282852192,1738193.8776721065
False,1010.7361019180755,15630.218208218499,380.89133175081093,5695.69082356869,2147206.6338152024,1792648.201698898,354558.4321163043
True,2094.7541850114308,20351.395307743263,613.3055524952233,7871.021694846509,4746588.844542906,2235447.2203244786,2511141.624218427
False,1062.7511889478092,12973.982344722643,430.23585731427215,5062.168882309201,2141549.46648605,1786574.0207239164,354975.44576213346
False,994.0864857890015,15323.069544261623,386.90009860948777,5736.746933602014,2234317.127564526,1823545.1361045938,410771.9914599324
False,1166.5018193438682,13832.292020724355,438.5319948112282,4887.533481162788,2160110.000569421,1714166.2363033749,445943.764266046
False,1233.7765323108747,14800.94112562173,473.1747454353733,5527.204680500766,2595243.885596712,1820789.120990161,774454.764606551
False,1353.8977480419796,15850.656674816257,375.1153766523121,5859.329152366749,2163616.4635443715,1864462.875130612,299153.5884137596
False,1233.8942190342298,14691.47828114289,422.14395281947236,5138.805034540649,2105303.2604475673,1805941.9870468269,299361.27340074047
True,2146.72234326049,20959.183273880662,659.1827971636455,7496.320624723299,4874232.250745572,2260864.6498160847,2613367.6009294875
False,1052.8940753732213,15212.083165357577,441.39059611669467,5849.438084905047,2577002.1584404027,1858276.114576232,718726.0438641708
False,1197.2961387038931,13454.322683451064,448.4684793435241,5492.974435123278,2400436.5350567317,1824233.1229772796,576203.4120794521
False,1214.9053583165405,14490.582119169296,412.9946565324946,5162.267302956658,2131384.5721243634,1716127.4109711715,415257.16115319193
False,1303.4695421543893,15382.193261069762,392.0712685351834,5007.0949949509,1931218.8514701328,1736902.8196515439,194316.03181858896
False,1213.927280811722,14395.926660809595,460.0180093207077,5374.981094699471,2455541.5216130065,1813647.1892639182,641894.3323490883
False,1296.4894749743848,14916.9258843755,442.8803730456711,5118.338171360247,2351826.226467449,1706138.70559632,645687.5208711291
True,1989.496090266744,20294.59703689024,588.1966885167678,7831.735182281389,4608531.200743386,2253962.240601604,2354568.9601417817
False,1242.9545887455788,15268.194189004498,403.71324963118343,5460.244574128491,2190630.9640661175,1790374.7036998975,400256.26036622
False,1249.7839681505307,14170.924391921899,358.829617005331,6002.497627512729,2146940.4914379404,1911786.7771751836,235153.71426275675
False,1050.026913049602,14677.21032373732,425.4567180191652,5385.923012685104,2232530.8399746316,1772776.5254543582,459754.31452027336
True,2071.064635428117,19219.512453428597,565.7900532402688,7605.12883988212,4356472.221752044,2272515.280637028,2083956.9411150157
False,1161.556496765831,13694.062468932087,415.3851006066633,4712.932420081123,1991594.5642366223,1720275.4591435124,271319.1050931099
False,971.5094461660758,13314.572405796724,443.4841384488696,4061.616013312046,1779982.473104842,1596579.150139528,183403.3229653139
False,1315.0088016169677,15414.281107271549,448.7000946996263,5567.483478302936,2507301.8907106044,1818124.1624942578,689177.7282163466
False,1156.5769583634838,14750.482364678155,445.1650339166071,5413.4035686007865,2382994.8741879812,1819191.8054859722,563803.068702009
False,1097.7131930248968,14639.400290962336,498.9272516271846,5410.055474717001,2715075.358334334,1861296.932785265,853778.4255490692
False,1154.7219907567423,13739.744634731007,460.7791485213052,4834.221657280227,2173789.63026655,1673438.2205108062,500351.4097557438
False,1216.5840363777986,14754.265092317899,393.8872638479554,5050.95344860632,2000205.0618055526,1732731.2027308017,267473.8590747509
True,2230.9491381216567,19220.827084517794,561.3594326758417,6863.380647249134,3912874.2599137207,2221423.618119433,1691450.6417942876
False,1180.0880156392557,13998.456787324247,501.4852753606144,5162.508759887444,2606773.377976128,1787094.8383949648,819678.5395811631
False,1256.6888996350212,14867.439278012656,396.7835844597479,5679.751892312444,2230028.7391890166,1843126.9703558963,386901.76883312035
False,1364.8295252277314,14030.53945435811,418.45526301133924,4909.523811765875,2092406.8770903975,1793718.4676589966,298688.40943140094
False,1264.0260637528552,15636.003092737252,481.0700680714726,5370.250405592984,2661488.448033066,1822991.746650577,838496.701382489
False,1328.227698890255,17425.94104348223,480.0360556073458,5849.254569155501,2837090.452947764,1866623.1445048896,970467.3084428746
False,1142.8188169258854,15155.706084803789,418.08787897930637,4941.973822618293,2070068.7139849085,1716687.0684647302,353381.64552017837
False,1292.5259191768773,14163.44938092855,428.46800785386074,5251.833481185798,2218153.8961964706,1828126.0168956642,390027.87930080644
False,1193.042879991637,14619.235949243592,362.7711744271766,5714.033270902983,2090312.1215718677,1855940.7563829974,234371.36518887035
False,1328.9293484987015,13789.53628717287,388.2077954817269,5093.440381968943,2054203.9318961627,1820395.7133335818,233808.21856258088
True,1929.572851360943,19091.120100103264,577.2159304461612,6846.162477743473,3871038.8378679818,2137641.929263728,1733396.9086042535
False,1106.4530696108707,15112.069909078535,419.8018940678966,5434.520619552696,2320513.62631247,1776164.8430038134,544348.7833086567
True,2202.247788724646,20615.840982506346,578.6837833380023,8136.711535262928,4714494.690118075,2377878.1085314234,2336616.581586652
False,1176.4699232916757,13894.959337427434,425.3302893551506,5756.799041037788,2509075.269007585,1820688.8748906783,688386.3941169067
True,2006.9247223954637,19885.850421887077,666.7445529863395,7412.995162371824,4937456.745180624,2191267.721622348,2746189.023558276
False,1209.3086903220287,15943.10807927777,436.251930131466,5473.746254911649,2301383.468745049,1793686.0256692877,507697.44307576143
False,1117.2603051176566,16261.007158871564,430.8047515714171,5221.020006387441,2328897.7224342595,1726631.447525543,602266.2749087166
False,1359.8329642236672,14632.883719707963,420.0639224561996,4885.956442729429,2006038.7125156836,1785023.7513810284,221014.96113465517
True,1900.1004817988915,18582.46114544598,583.9832338250079,7080.105610927761,4166675.779365535,2111845.2145177997,2054830.5648477352
False,1181.9282401967514,14885.602058680559,463.15306100734125,5407.104124650208,2499214.015160328,1783324.591761857,715889.4233984707
False,1241.6343342842836,12344.641246970736,385.30584992495767,4809.772651565258,1851650.087632649,1764631.4692426526,87018.61838999647
False,1187.4663517120125,14371.988643073033,415.604716622688,5201.4939200425115,2167270.3609192846,1804019.8838907834,363250.4770285012
False,1103.7254945558543,14405.063714553144,381.64779691204546,4895.256889113573,1846429.3643330666,1705374.0032489593,141055.3610841073
False,1095.7932963896974,14216.496122551174,423.0495395673188,4745.912978711874,2015219.6547534068,1664012.3645361848,351207.29021722195
